document_name,threshold,num_chunks,chunk_index,num_tokens
niosh_safe_3d_printing_2024-103.pdf,90,235,119,99
niosh_safe_3d_printing_2024-103.pdf,90,235,120,52
niosh_safe_3d_printing_2024-103.pdf,90,235,121,67
niosh_safe_3d_printing_2024-103.pdf,90,235,122,21
niosh_safe_3d_printing_2024-103.pdf,90,235,123,78
niosh_safe_3d_printing_2024-103.pdf,90,235,124,75
niosh_safe_3d_printing_2024-103.pdf,90,235,125,39
niosh_safe_3d_printing_2024-103.pdf,90,235,126,164
niosh_safe_3d_printing_2024-103.pdf,90,235,127,56
niosh_safe_3d_printing_2024-103.pdf,90,235,128,28
niosh_safe_3d_printing_2024-103.pdf,90,235,129,157
niosh_safe_3d_printing_2024-103.pdf,90,235,130,99
niosh_safe_3d_printing_2024-103.pdf,90,235,131,32
niosh_safe_3d_printing_2024-103.pdf,90,235,132,62
niosh_safe_3d_printing_2024-103.pdf,90,235,133,11
niosh_safe_3d_printing_2024-103.pdf,90,235,134,87
niosh_safe_3d_printing_2024-103.pdf,90,235,135,56
niosh_safe_3d_printing_2024-103.pdf,90,235,136,696
niosh_safe_3d_printing_2024-103.pdf,90,235,137,133
niosh_safe_3d_printing_2024-103.pdf,90,235,138,74
niosh_safe_3d_printing_2024-103.pdf,90,235,139,165
niosh_safe_3d_printing_2024-103.pdf,90,235,140,46
niosh_safe_3d_printing_2024-103.pdf,90,235,141,334
niosh_safe_3d_printing_2024-103.pdf,90,235,142,122
niosh_safe_3d_printing_2024-103.pdf,90,235,143,132
niosh_safe_3d_printing_2024-103.pdf,90,235,144,105
niosh_safe_3d_printing_2024-103.pdf,90,235,145,477
niosh_safe_3d_printing_2024-103.pdf,90,235,146,242
niosh_safe_3d_printing_2024-103.pdf,90,235,147,18
niosh_safe_3d_printing_2024-103.pdf,90,235,148,97
niosh_safe_3d_printing_2024-103.pdf,90,235,149,60
niosh_safe_3d_printing_2024-103.pdf,90,235,150,7
niosh_safe_3d_printing_2024-103.pdf,90,235,151,195
niosh_safe_3d_printing_2024-103.pdf,90,235,152,7
niosh_safe_3d_printing_2024-103.pdf,90,235,153,52
niosh_safe_3d_printing_2024-103.pdf,90,235,154,114
niosh_safe_3d_printing_2024-103.pdf,90,235,155,245
niosh_safe_3d_printing_2024-103.pdf,90,235,156,218
niosh_safe_3d_printing_2024-103.pdf,90,235,157,241
niosh_safe_3d_printing_2024-103.pdf,90,235,158,108
niosh_safe_3d_printing_2024-103.pdf,90,235,159,4
niosh_safe_3d_printing_2024-103.pdf,90,235,160,640
niosh_safe_3d_printing_2024-103.pdf,90,235,161,69
niosh_safe_3d_printing_2024-103.pdf,90,235,162,23
niosh_safe_3d_printing_2024-103.pdf,90,235,163,536
niosh_safe_3d_printing_2024-103.pdf,90,235,164,114
niosh_safe_3d_printing_2024-103.pdf,90,235,165,121
niosh_safe_3d_printing_2024-103.pdf,90,235,166,422
niosh_safe_3d_printing_2024-103.pdf,90,235,167,54
niosh_safe_3d_printing_2024-103.pdf,90,235,168,82
niosh_safe_3d_printing_2024-103.pdf,90,235,169,448
niosh_safe_3d_printing_2024-103.pdf,90,235,170,124
niosh_safe_3d_printing_2024-103.pdf,90,235,171,183
niosh_safe_3d_printing_2024-103.pdf,90,235,172,466
niosh_safe_3d_printing_2024-103.pdf,90,235,173,65
niosh_safe_3d_printing_2024-103.pdf,90,235,174,4
niosh_safe_3d_printing_2024-103.pdf,90,235,175,216
niosh_safe_3d_printing_2024-103.pdf,90,235,176,683
niosh_safe_3d_printing_2024-103.pdf,90,235,177,358
niosh_safe_3d_printing_2024-103.pdf,90,235,178,133
niosh_safe_3d_printing_2024-103.pdf,90,235,179,7
niosh_safe_3d_printing_2024-103.pdf,90,235,180,70
niosh_safe_3d_printing_2024-103.pdf,90,235,181,84
niosh_safe_3d_printing_2024-103.pdf,90,235,182,92
niosh_safe_3d_printing_2024-103.pdf,90,235,183,56
niosh_safe_3d_printing_2024-103.pdf,90,235,184,9
niosh_safe_3d_printing_2024-103.pdf,90,235,185,106
niosh_safe_3d_printing_2024-103.pdf,90,235,186,62
niosh_safe_3d_printing_2024-103.pdf,90,235,187,17
niosh_safe_3d_printing_2024-103.pdf,90,235,188,56
niosh_safe_3d_printing_2024-103.pdf,90,235,189,26
niosh_safe_3d_printing_2024-103.pdf,90,235,190,86
niosh_safe_3d_printing_2024-103.pdf,90,235,191,275
niosh_safe_3d_printing_2024-103.pdf,90,235,192,34
niosh_safe_3d_printing_2024-103.pdf,90,235,193,78
niosh_safe_3d_printing_2024-103.pdf,90,235,194,76
niosh_safe_3d_printing_2024-103.pdf,90,235,195,15
niosh_safe_3d_printing_2024-103.pdf,90,235,196,152
niosh_safe_3d_printing_2024-103.pdf,90,235,197,59
niosh_safe_3d_printing_2024-103.pdf,90,235,198,46
niosh_safe_3d_printing_2024-103.pdf,90,235,199,93
niosh_safe_3d_printing_2024-103.pdf,90,235,200,6
niosh_safe_3d_printing_2024-103.pdf,90,235,201,95
niosh_safe_3d_printing_2024-103.pdf,90,235,202,25
niosh_safe_3d_printing_2024-103.pdf,90,235,203,48
niosh_safe_3d_printing_2024-103.pdf,90,235,204,113
niosh_safe_3d_printing_2024-103.pdf,90,235,205,47
niosh_safe_3d_printing_2024-103.pdf,90,235,206,33
niosh_safe_3d_printing_2024-103.pdf,90,235,207,44
niosh_safe_3d_printing_2024-103.pdf,90,235,208,98
niosh_safe_3d_printing_2024-103.pdf,90,235,209,107
niosh_safe_3d_printing_2024-103.pdf,90,235,210,6
niosh_safe_3d_printing_2024-103.pdf,90,235,211,78
niosh_safe_3d_printing_2024-103.pdf,90,235,212,23
niosh_safe_3d_printing_2024-103.pdf,90,235,213,62
niosh_safe_3d_printing_2024-103.pdf,90,235,214,91
niosh_safe_3d_printing_2024-103.pdf,90,235,215,47
niosh_safe_3d_printing_2024-103.pdf,90,235,216,74
niosh_safe_3d_printing_2024-103.pdf,90,235,217,33
niosh_safe_3d_printing_2024-103.pdf,90,235,218,65
niosh_safe_3d_printing_2024-103.pdf,90,235,219,34
niosh_safe_3d_printing_2024-103.pdf,90,235,220,66
niosh_safe_3d_printing_2024-103.pdf,90,235,221,46
niosh_safe_3d_printing_2024-103.pdf,90,235,222,449
niosh_safe_3d_printing_2024-103.pdf,90,235,223,143
niosh_safe_3d_printing_2024-103.pdf,90,235,224,66
niosh_safe_3d_printing_2024-103.pdf,90,235,225,6
niosh_safe_3d_printing_2024-103.pdf,90,235,226,260
niosh_safe_3d_printing_2024-103.pdf,90,235,227,351
niosh_safe_3d_printing_2024-103.pdf,90,235,228,93
niosh_safe_3d_printing_2024-103.pdf,90,235,229,116
niosh_safe_3d_printing_2024-103.pdf,90,235,230,167
niosh_safe_3d_printing_2024-103.pdf,90,235,231,95
niosh_safe_3d_printing_2024-103.pdf,90,235,232,133
niosh_safe_3d_printing_2024-103.pdf,90,235,233,44
niosh_safe_3d_printing_2024-103.pdf,90,235,234,127
